loss,amplitude_loss,delta_loss,gate_loss,sign_probability_loss,val_loss,val_amplitude_loss,val_delta_loss,val_gate_loss,val_sign_probability_loss,lr
0.12836576998233795,0.0003659463836811483,0.0014552278444170952,0.44036683440208435,0.0650109052658081,0.12347670644521713,0.0002590710064396262,0.0014137198450043797,0.422749400138855,0.06345169991254807,0.000125
0.1283266544342041,0.0003648565907496959,0.0014546444872394204,0.4402255117893219,0.06499988585710526,0.12342939525842667,0.00025843465118668973,0.0014131538337096572,0.422575443983078,0.06343930214643478,0.000125
0.12828612327575684,0.000363993807695806,0.001453975448384881,0.44007861614227295,0.06498833745718002,0.12338399142026901,0.00025786817423067987,0.0014124622102826834,0.4224086403846741,0.06342773139476776,0.000125
0.12824729084968567,0.0003631401341408491,0.0014532027998939157,0.4399404227733612,0.06497541815042496,0.12333884835243225,0.0002572818484622985,0.0014117807149887085,0.4222416579723358,0.06341740489006042,0.000125
0.128207266330719,0.00036217435263097286,0.0014526710147038102,0.4397943615913391,0.06496462970972061,0.1232907846570015,0.0002565598988439888,0.0014112844364717603,0.4220636487007141,0.0634058266878128,0.000125
0.1281677931547165,0.0003611728607211262,0.001452035503461957,0.4396524727344513,0.0649525597691536,0.12324342876672745,0.0002559560816735029,0.0014106391463428736,0.42188990116119385,0.06339332461357117,0.000125
0.12812723219394684,0.00036014479701407254,0.0014513155911117792,0.4395062327384949,0.06494087725877762,0.12319923937320709,0.00025537292822264135,0.0014099088730290532,0.42172831296920776,0.06338169425725937,0.000125
0.1280876100063324,0.00035929499426856637,0.0014505831059068441,0.4393633306026459,0.06492935121059418,0.12315276265144348,0.0002548365737311542,0.0014091376215219498,0.42155811190605164,0.063369520008564,0.000125
0.12804798781871796,0.0003582790377549827,0.001449914532713592,0.4392215311527252,0.06491666287183762,0.12310618162155151,0.0002541444555390626,0.0014085267903283238,0.4213864803314209,0.06335791200399399,0.000125
0.1280084103345871,0.0003571223933249712,0.0014493161579594016,0.4390796720981598,0.06490419059991837,0.12306001782417297,0.00025338667910546064,0.0014079437823966146,0.4212172031402588,0.06334570050239563,0.000125
0.12796978652477264,0.0003561127814464271,0.0014486799482256174,0.43893924355506897,0.06489405781030655,0.12301404774188995,0.0002528686309233308,0.0014072117628529668,0.42105013132095337,0.06333224475383759,0.000125
0.12793086469173431,0.00035525235580280423,0.0014479621313512325,0.43880096077919006,0.06488053500652313,0.12296880781650543,0.0002521066344343126,0.00140655436553061,0.42088407278060913,0.06332086026668549,0.000125
0.127890944480896,0.00035409993142820895,0.001447431044653058,0.4386572241783142,0.06486840546131134,0.1229213997721672,0.00025136073236353695,0.001405987422913313,0.4207110106945038,0.06330735236406326,0.000125
0.12785203754901886,0.00035293333348818123,0.0014467391883954406,0.4385201632976532,0.06485424935817719,0.12287512421607971,0.00025066931266337633,0.0014052863698452711,0.42054200172424316,0.06329478323459625,0.000125
0.12781193852424622,0.00035192130599170923,0.0014460064703598619,0.43837565183639526,0.06484273076057434,0.12282927334308624,0.00025007256772369146,0.0014045225689187646,0.420376181602478,0.0632808580994606,0.000125
0.12777258455753326,0.0003508407680783421,0.0014454337069764733,0.4382360279560089,0.06482883542776108,0.12278121709823608,0.0002492423227522522,0.0014039112720638514,0.42020100355148315,0.06326719373464584,0.000125
0.12773312628269196,0.000349833513610065,0.0014447445282712579,0.43809494376182556,0.06481614708900452,0.12273437529802322,0.0002486322773620486,0.0014031537575647235,0.4200318157672882,0.06325265765190125,0.000125
0.1276930868625641,0.000348873611073941,0.0014439539518207312,0.43795308470726013,0.06480219215154648,0.12269177287817001,0.00024799449602141976,0.0014023894909769297,0.419878214597702,0.06323951482772827,0.000125
0.127664715051651,0.000347856868756935,0.0014433502219617367,0.4378543794155121,0.06479146331548691,0.1226690262556076,0.0002476419322192669,0.0014019992668181658,0.4197956621646881,0.06323305517435074,6.25e-05
0.12764476239681244,0.00034735494409687817,0.0014430475421249866,0.43778249621391296,0.06478538364171982,0.12264444679021835,0.00024732796009629965,0.0014016794739291072,0.4197062849998474,0.06322557479143143,6.25e-05
0.1276252120733261,0.0003467015631031245,0.001442784909158945,0.4377124309539795,0.06477923691272736,0.12262187898159027,0.00024687981931492686,0.0014013531617820263,0.4196242690086365,0.06321921199560165,6.25e-05
