loss,val_loss,lr
1.0324177742004395,1.0059469938278198,0.001
0.986301064491272,0.960637629032135,0.001
0.9425898194313049,0.9180295467376709,0.001
0.9016802310943604,0.8778741955757141,0.001
0.8632645010948181,0.8405667543411255,0.001
0.8275008201599121,0.8059839010238647,0.001
0.7944162487983704,0.7738078832626343,0.001
0.7638932466506958,0.7440344095230103,0.001
0.7357522249221802,0.7166412472724915,0.001
0.7098630666732788,0.6915051341056824,0.001
0.6862223148345947,0.6684499382972717,0.001
0.664528489112854,0.6474444270133972,0.001
0.644750714302063,0.628042995929718,0.001
0.6266171932220459,0.610308051109314,0.001
0.610025942325592,0.5942721366882324,0.001
0.5949581265449524,0.5795422196388245,0.001
0.5812185406684875,0.5658479332923889,0.001
0.5686349272727966,0.5535193681716919,0.001
0.5571779012680054,0.5422675013542175,0.001
0.5466665625572205,0.5318805575370789,0.001
0.5371480584144592,0.522406280040741,0.001
0.5284594893455505,0.5137433409690857,0.001
0.5205003023147583,0.5057818293571472,0.001
0.5132229328155518,0.4985378682613373,0.001
0.5065763592720032,0.4917049705982208,0.001
0.5004196166992188,0.48553481698036194,0.001
0.4948255717754364,0.47985583543777466,0.001
0.4897209405899048,0.474642813205719,0.001
0.48499244451522827,0.46982768177986145,0.001
0.4806351065635681,0.46539729833602905,0.001
0.47666695713996887,0.46128156781196594,0.001
0.47299909591674805,0.45743033289909363,0.001
0.46962252259254456,0.453963041305542,0.001
0.4665060341358185,0.4506690800189972,0.001
0.4636443555355072,0.4476390480995178,0.001
0.461032509803772,0.44488903880119324,0.001
0.4585784375667572,0.4422900676727295,0.001
0.4563139081001282,0.439835786819458,0.001
0.4542348384857178,0.43758875131607056,0.001
0.4523138999938965,0.43552616238594055,0.001
0.45049646496772766,0.4335871934890747,0.001
0.44881096482276917,0.4317159950733185,0.001
0.4472472369670868,0.43001896142959595,0.001
0.4458303153514862,0.42843493819236755,0.001
0.44446849822998047,0.42696473002433777,0.001
0.44323450326919556,0.4255637526512146,0.001
0.44208404421806335,0.4242820739746094,0.001
0.4409986138343811,0.4230395555496216,0.001
0.43998754024505615,0.4219004213809967,0.001
0.4390859603881836,0.4207969009876251,0.001
0.4382254183292389,0.4198339879512787,0.001
0.437401682138443,0.4189276397228241,0.001
0.4366275668144226,0.41800403594970703,0.001
0.4358983635902405,0.4171898066997528,0.001
0.43524646759033203,0.4164307713508606,0.001
0.43457525968551636,0.4156527817249298,0.001
0.4340079426765442,0.4150035083293915,0.001
0.4334631562232971,0.4143714904785156,0.001
0.43292152881622314,0.4137357473373413,0.001
0.43241167068481445,0.4130953848361969,0.001
0.4319204092025757,0.4125501215457916,0.001
0.43152329325675964,0.41203221678733826,0.001
0.4310496747493744,0.4115118682384491,0.001
0.430654913187027,0.41104504466056824,0.001
0.4302682876586914,0.41055116057395935,0.001
0.4298718571662903,0.41013088822364807,0.001
0.42955678701400757,0.40972769260406494,0.001
0.42921021580696106,0.40928128361701965,0.001
0.42889001965522766,0.40889179706573486,0.001
0.4285546541213989,0.4085640609264374,0.001
0.42824670672416687,0.40818777680397034,0.001
0.4279690682888031,0.4078444540500641,0.001
0.42768800258636475,0.40753409266471863,0.001
0.42742565274238586,0.40724077820777893,0.001
0.42718952894210815,0.40694424510002136,0.001
0.42691925168037415,0.4066421389579773,0.001
0.4267047941684723,0.4063825011253357,0.001
0.42643770575523376,0.4061256945133209,0.001
0.4262193739414215,0.405830442905426,0.001
0.42597436904907227,0.405579149723053,0.001
0.42575597763061523,0.40538257360458374,0.001
0.4255716800689697,0.40512749552726746,0.001
